size;sizeNext;stage;stageNext;surv;offspringNext;fec1Bolt;fec2Stem;fec3Head;fec1BoltNext;fec2StemNext;fec3HeadNext;cloning;clonesNext
3.58387096;4.0682154;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;1;1
4.857952692;4.624504076;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.215854322;6.347865874;continuous;continuous;1;NA;1;2;2;1;2;2;0;NA
6.588023291;6.410698355;continuous;continuous;1;NA;0;NA;NA;1;1;3;0;NA
4.624504076;5.255196899;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.800379089;5.585755409;continuous;continuous;1;NA;0;NA;NA;1;2;1;0;NA
4.624504076;5.255196899;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
4.744702972;4.359333073;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.588023291;6.282965484;continuous;continuous;1;NA;0;NA;NA;1;1;3;0;NA
4.052108374;6.291260499;continuous;continuous;1;NA;1;2;1;0;NA;NA;0;NA
5.154151225;5.06657016;continuous;continuous;1;NA;0;NA;NA;1;2;2;0;NA
6.291260499;6.438774614;continuous;continuous;1;NA;1;1;2;1;2;0;0;NA
6.824144513;6.703945618;continuous;continuous;1;NA;1;2;1.5;0;NA;NA;0;NA
4.500181157;NA;continuous;dead;0;NA;0;NA;NA;NA;NA;NA;0;NA
4.624504076;5.478644248;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
2.954600335;NA;continuous;dead;0;NA;0;NA;NA;NA;NA;NA;0;NA
6.215854322;5.999579321;continuous;continuous;1;NA;1;2;2;0;NA;NA;0;NA
5.777953795;6.824144513;continuous;continuous;1;NA;0;NA;NA;1;1;4;0;NA
6.215854322;5.154151225;continuous;continuous;1;NA;0;NA;NA;1;1;2;0;NA
4.857952692;4.052108374;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.268503698;6.575867382;continuous;continuous;1;NA;1;1;2;0;NA;NA;1;1
6.471592224;6.764967671;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.996755028;5.478644248;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
4.624504076;5.76564542;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.996755028;6.588023291;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.215854322;6.131549915;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.508528422;6.438774614;continuous;continuous;1;NA;0;NA;NA;1;1;2;0;NA
6.282965484;6.471592224;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.661988133;5.034041877;continuous;continuous;1;NA;1;2;2.5;0;NA;NA;0;NA
4.624504076;4.448326358;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
4.624504076;4.496425841;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.640956896;6.282965484;continuous;continuous;1;NA;0;NA;NA;1;1;2;0;NA
6.824144513;5.999579321;continuous;continuous;1;NA;1;1;4;1;2;2.5;0;NA
5.154151225;5.575728397;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.046431264;6.33845394;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.660440815;4.857952692;continuous;continuous;1;NA;1;1;3;1;1;1;0;NA
5.756454618;6.282965484;continuous;continuous;1;NA;1;1;3;1;1;3;0;NA
NA;3.686203878;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
NA;3.686203878;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
6.588023291;6.703945618;continuous;continuous;1;NA;1;3;2;0;NA;NA;1;1
6.074348016;6.901119048;continuous;continuous;1;NA;1;1;3;0;NA;NA;0;NA
6.438774614;6.802150734;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.937394233;5.478644248;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.046431264;5.921846427;continuous;continuous;1;NA;0;NA;NA;1;1;3;0;NA
4.496425841;5.552283698;continuous;continuous;1;NA;1;2;2.5;0;NA;NA;0;NA
NA;4.186927732;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
NA;1.68305262;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
4.857952692;4.857952692;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.347865874;4.902599202;continuous;continuous;1;NA;1;1;2;1;1;1;0;NA
5.957354353;5.582636992;continuous;continuous;1;NA;1;2;2;1;2;1.5;0;NA
4.052108374;4.359333073;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.438819431;6.282965484;continuous;continuous;1;NA;0;NA;NA;1;1;3;0;NA
6.074348016;7.334638441;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.215854322;5.851326234;continuous;continuous;1;NA;0;NA;NA;1;2;1;0;NA
NA;3.686203878;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
5.376433296;6.410698355;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.074348016;7.171464546;continuous;continuous;1;NA;1;1;3;0;NA;NA;0;NA
5.999579321;6.575867382;continuous;continuous;1;NA;1;2;1.5;0;NA;NA;0;NA
6.131549915;6.215854322;continuous;continuous;1;NA;1;3;1;1;2;3;0;NA
6.347865874;4.763081856;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
NA;1.606762336;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
4.763081856;4.052108374;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;1;1
6.703945618;7.242578442;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.347865874;6.471592224;continuous;continuous;1;NA;0;NA;NA;1;1;2;0;NA
5.756454618;5.95526674;continuous;continuous;1;NA;1;1;2;0;NA;NA;0;NA
6.282965484;5.756454618;continuous;continuous;1;NA;1;1;3;1;1;1;0;NA
NA;2.626464081;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
6.291260499;5.575728397;continuous;continuous;1;NA;0;NA;NA;1;2;1.5;0;NA
5.921846427;5.585755409;continuous;continuous;1;NA;1;1;3;1;1;2;0;NA
5.863915965;5.575728397;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
NA;4.496425841;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
NA;2.954600335;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
5.154151225;5.575728397;continuous;continuous;1;NA;1;3;2.666666667;1;1;2;0;NA
5.376433296;6.131549915;continuous;continuous;1;NA;1;1;1;1;2;2.5;0;NA
6.282965484;6.267606993;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
3.686203878;4.052108374;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.732415671;5.95526674;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
3.231931034;3.686203878;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.478644248;5.376433296;continuous;continuous;1;NA;1;1;1;0;NA;NA;0;NA
7.044467079;6.282965484;continuous;continuous;1;NA;0;NA;NA;1;2;1;0;NA
NA;6.347865874;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
6.129507186;6.074348016;continuous;continuous;1;NA;1;1;3;0;NA;NA;0;NA
6.697979948;5.427369819;continuous;continuous;1;NA;1;1;3;1;2;1.5;0;NA
NA;5.921846427;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
6.215854322;NA;continuous;dead;0;NA;1;2;3;NA;NA;NA;0;NA
6.347865874;5.585755409;continuous;continuous;1;NA;1;1;3;1;2;3;0;NA
6.146373957;6.347865874;continuous;continuous;1;NA;1;2;2;1;2;3;0;NA
5.668188302;6.215854322;continuous;continuous;1;NA;1;2;3;1;2;2;0;NA
6.71693516;5.255196899;continuous;continuous;1;NA;0;NA;NA;1;1;1;0;NA
6.588023291;6.802150734;continuous;continuous;1;NA;1;1;1;0;NA;NA;0;NA
6.937394233;6.937394233;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.575728397;NA;continuous;dead;0;NA;1;1;0;NA;NA;NA;0;NA
6.471592224;5.427369819;continuous;continuous;1;NA;0;NA;NA;1;2;3;0;NA
5.268503698;4.857952692;continuous;continuous;NA;clonal;1;1;2;0;NA;NA;NA;NA
5.921846427;4.612355311;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
4.496425841;4.857952692;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
3.686203878;4.268217194;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.957354353;6.282965484;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
3.231931034;5.508145338;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.131549915;6.703945618;continuous;continuous;1;NA;1;1;2;0;NA;NA;0;NA
4.902599202;3.686203878;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.921846427;5.255196899;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.756454618;6.215854322;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.996755028;6.291260499;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.478644248;5.575728397;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.215854322;6.291260499;continuous;continuous;1;NA;1;1;3;0;NA;NA;0;NA
6.471592224;7.146011701;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
2.279891531;3.175755358;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.921846427;6.824144513;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.046431264;6.255186063;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.146373957;6.215854322;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
3.175755358;4.211818958;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.215854322;6.347865874;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.291260499;6.530664886;continuous;continuous;1;NA;0;NA;NA;1;2;2.5;0;NA
6.131549915;6.471592224;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
4.857952692;6.991659659;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.146373957;6.215854322;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.343156737;5.427369819;continuous;continuous;1;NA;1;2;2;1;1;3;0;NA
6.230034497;6.215854322;continuous;continuous;1;NA;1;1;3;0;NA;NA;0;NA
NA;3.231931034;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
6.255186063;6.347865874;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
NA;4.744702972;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
6.764967671;6.824144513;continuous;continuous;1;NA;0;NA;NA;1;1;3;0;NA
5.863915965;5.311372575;continuous;continuous;1;NA;1;1;1;1;1;1;0;NA
5.268503698;5.999579321;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.074348016;6.995383666;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.588023291;6.852252247;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.215854322;6.282965484;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.575867382;5.668188302;continuous;continuous;1;NA;0;NA;NA;1;2;3;0;NA
4.744702972;4.496425841;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.921846427;NA;continuous;dead;0;NA;0;NA;NA;NA;NA;NA;0;NA
7.171464546;6.074348016;continuous;continuous;1;NA;1;1;3;1;1;3;0;NA
5.756454618;4.624504076;continuous;continuous;1;NA;0;NA;NA;1;1;2;0;NA
4.763081856;4.902599202;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
NA;3.231931034;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
NA;4.624504076;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
4.052108374;4.359333073;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
4.612355311;5.154151225;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.347865874;6.410698355;continuous;continuous;1;NA;1;1;2;0;NA;NA;0;NA
NA;3.472842156;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
7.175653128;6.074348016;continuous;continuous;1;NA;0;NA;NA;1;2;2;0;NA
5.376433296;6.074348016;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.427369819;6.347865874;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
7.044467079;7.334638441;continuous;continuous;1;NA;1;1;3;1;1;3;0;NA
6.508528422;6.215854322;continuous;continuous;1;NA;0;NA;NA;1;1;3;0;NA
5.668188302;5.921846427;continuous;continuous;1;NA;0;NA;NA;1;1;2;0;NA
5.478644248;5.863915965;continuous;continuous;1;NA;1;1;1;1;1;2;0;NA
6.282965484;6.074348016;continuous;continuous;1;NA;1;1;3;1;1;2;0;NA
5.921846427;6.116812144;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.215854322;6.471592224;continuous;continuous;1;NA;1;2;2.5;0;NA;NA;0;NA
5.999579321;5.996755028;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
4.052108374;NA;continuous;dead;0;NA;0;NA;NA;NA;NA;NA;0;NA
5.868979123;5.575728397;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
NA;4.052108374;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
3.877912811;5.921846427;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.588023291;6.703945618;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.154151225;6.438774614;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.255196899;5.163136901;continuous;continuous;1;NA;1;1;2;1;1;1;0;NA
5.427369819;5.921846427;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
4.268217194;5.163136901;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.921846427;6.508528422;continuous;continuous;1;NA;1;1;2;1;1;1;0;NA
